assists;baronKills;bountyLevel;12AssistStreakCount;abilityUses;acesBefore15Minutes;alliedJungleMonsterKills;baronTakedowns;blastConeOppositeOpponentCount;bountyGold;buffsStolen;completeSupportQuestInTime;controlWardsPlaced;damagePerMinute;damageTakenOnTeamPercentage;dancedWithRiftHerald;deathsByEnemyChamps;dodgeSkillShotsSmallWindow;doubleAces;dragonTakedowns;effectiveHealAndShielding;elderDragonKillsWithOpposingSoul;elderDragonMultikills;enemyChampionImmobilizations;enemyJungleMonsterKills;epicMonsterKillsNearEnemyJungler;epicMonsterKillsWithin30SecondsOfSpawn;epicMonsterSteals;epicMonsterStolenWithoutSmite;flawlessAces;fullTeamTakedown;gameLength;getTakedownsInAllLanesEarlyJungleAsLaner;goldPerMinute;hadAfkTeammate;hadOpenNexus;immobilizeAndKillWithAlly;initialBuffCount;initialCrabCount;jungleCsBefore10Minutes;junglerTakedownsNearDamagedEpicMonster;kTurretsDestroyedBeforePlatesFall;kda;killAfterHiddenWithAlly;killParticipation;killedChampTookFullTeamDamageSurvived;killsNearEnemyTurret;killsOnOtherLanesEarlyJungleAsLaner;killsOnRecentlyHealedByAramPack;killsUnderOwnTurret;killsWithHelpFromEpicMonster;knockEnemyIntoTeamAndKill;landSkillShotsEarlyGame;laneMinionsFirst10Minutes;legendaryCount;lostAnInhibitor;maxCsAdvantageOnLaneOpponent;maxKillDeficit;maxLevelLeadLaneOpponent;moreEnemyJungleThanOpponent;multiKillOneSpell;multiTurretRiftHeraldCount;multikills;multikillsAfterAggressiveFlash;outerTurretExecutesBefore10Minutes;outnumberedKills;outnumberedNexusKill;perfectDragonSoulsTaken;perfectGame;pickKillWithAlly;poroExplosions;quickCleanse;quickFirstTurret;quickSoloKills;riftHeraldTakedowns;saveAllyFromDeath;scuttleCrabKills;skillshotsDodged;skillshotsHit;snowballsHit;soloBaronKills;soloKills;soloTurretsLategame;stealthWardsPlaced;survivedSingleDigitHpCount;survivedThreeImmobilizesInFight;takedownOnFirstTurret;takedowns;takedownsAfterGainingLevelAdvantage;takedownsBeforeJungleMinionSpawn;takedownsFirstXMinutes;takedownsInAlcove;takedownsInEnemyFountain;teamBaronKills;teamDamagePercentage;teamElderDragonKills;teamRiftHeraldKills;threeWardsOneSweeperCount;tookLargeDamageSurvived;turretPlatesTaken;turretTakedowns;turretsTakenWithRiftHerald;twentyMinionsIn3SecondsCount;unseenRecalls;visionScoreAdvantageLaneOpponent;visionScorePerMinute;wardTakedowns;wardTakedownsBefore20M;wardsGuarded;champExperience;champLevel;championId;championName;championTransform;consumablesPurchased;damageDealtToBuildings;damageDealtToObjectives;damageDealtToTurrets;damageSelfMitigated;deaths;detectorWardsPlaced;doubleKills;dragonKills;eligibleForProgression;firstBloodAssist;firstBloodKill;firstTowerAssist;firstTowerKill;gameEndedInEarlySurrender;gameEndedInSurrender;goldEarned;goldSpent;individualPosition;inhibitorKills;inhibitorTakedowns;inhibitorsLost;item0;item1;item2;item3;item4;item5;item6;itemsPurchased;killingSprees;kills;lane;largestCriticalStrike;largestKillingSpree;largestMultiKill;longestTimeSpentLiving;magicDamageDealt;magicDamageDealtToChampions;magicDamageTaken;neutralMinionsKilled;nexusKills;nexusLost;nexusTakedowns;objectivesStolen;objectivesStolenAssists;participantId;pentaKills;physicalDamageDealt;physicalDamageDealtToChampions;physicalDamageTaken;profileIcon;puuid;quadraKills;riotIdName;riotIdTagline;role;sightWardsBoughtInGame;spell1Casts;spell2Casts;spell3Casts;spell4Casts;summoner1Casts;summoner1Id;summoner2Casts;summoner2Id;summonerId;summonerLevel;summonerName;teamEarlySurrendered;teamId;teamPosition;timeCCingOthers;timePlayed;totalDamageDealt;totalDamageDealtToChampions;totalDamageShieldedOnTeammates;totalDamageTaken;totalHeal;totalHealsOnTeammates;totalMinionsKilled;totalTimeCCDealt;totalTimeSpentDead;totalUnitsHealed;tripleKills;trueDamageDealt;trueDamageDealtToChampions;trueDamageTaken;turretKills;turretsLost;unrealKills;visionScore;visionWardsBoughtInGame;wardsKilled;wardsPlaced;win;timestamp;date;earlyLaningPhaseGoldExpAdvantage;laningPhaseGoldExpAdvantage;mythicItemUsed;baronBuffGoldAdvantageOverThreshold;earliestBaron;earliestDragonTakedown;highestChampionDamage;shortestTimeToAceFromFirstTakedown;junglerKillsEarlyJungle;killsOnLanersEarlyJungleAsJungler;firstTurretKilledTime;highestWardKills;highestCrowdControlScore;controlWardTimeCoverageInRiverOrEnemyHalf;teleportTakedowns;earliestElderDragon;fasterSupportQuestCompletion;thirdInhibitorDestroyedTime
3;0;0;0;189;0;0;0;0;450;0;0;2;609.7302712807576;0.1604506922508346;0;3;52;0;0;0;0;0;8;0;0;0;0;0;0;0;1634.7669157154685;0;433.2786543242483;0;0;2;0;0;0;0;0;3.3333333333333335;0;0.5882352941176471;0;3;0;0;0;0;0;0;62;0;0;13.399999976158142;5;2;-98.00000002980232;0;0;0;0;0;2;0;0;0;6;0;0;0;0;0;0;0;31;13;0;0;4;1;8;0;0;0;10;0;0;2;0;0;1;0.2767960472491015;0;1;0;0;1;1;0;0;0;0.6640151739120483;0.6657867447189725;1;0;0;14019;15;105;Fizz;0;2;4027;4027;4027;7287;3;2;0;0;True;False;False;False;False;False;False;11805;9550;MIDDLE;0;0;0;6655;2033;4645;1082;1058;3020;3340;19;2;7;MIDDLE;0;4;1;930;83383;14110;7869;0;0;0;0;0;0;3;0;17435;1761;6565;24;J7Imj7aCxAclhE8hYmw2w3GOarNoub9kp0clXGP7HloQrhb55n6djcO_4_PcUPqs8F6b5eHzcD-zcQ;0;;;SOLO;0;39;82;56;12;6;14;3;4;IzR1HYIO15bFKDxgEmTU-k-Dn_hFPa0kSnO_mRE6UrqxIOT5;119;KevtheGreat2;False;100;MIDDLE;13;1634;101559;16612;0;14988;545;0;173;148;80;1;0;740;740;553;1;3;0;18;2;1;10;True;1655926676.759;06/22/2022 - 21:37:56;0;0;6655;;1507.2700823632545;;;;;;868.0216187386478;;;0.11569518901202402;;;;
6;0;0;0;306;0;4;1;0;525;0;0;3;948.5080549789564;0.259005801463756;0;9;168;0;0;0;0;0;13;0;0;0;0;0;0;2;2208.1651398537333;0;425.56090259727824;0;0;4;0;0;0;0;0;2.111111111111111;2;0.7037037037037037;0;2;0;0;0;1;0;3;80;0;0;33;0;2;-114.90000003576279;0;0;1;0;0;7;0;0;0;11;0;0;0;0;0;0;1;22;29;0;0;6;2;10;0;6;0;19;0;0;4;1;0;2;0.21933911215572102;0;2;0;0;2;0;10;0;0;0.359272837638855;0.8197633116149384;2;0;0;16305;16;39;Irelia;0;8;1209;4072;1209;45961;9;3;1;0;True;False;True;False;False;False;False;15661;15550;MIDDLE;0;0;1;6609;1033;3091;3153;3111;6673;3340;28;4;13;MIDDLE;510;3;2;558;23783;12139;16967;8;0;1;0;0;0;8;0;109947;21032;19508;24;J7Imj7aCxAclhE8hYmw2w3GOarNoub9kp0clXGP7HloQrhb55n6djcO_4_PcUPqs8F6b5eHzcD-zcQ;0;;;SOLO;0;212;18;66;10;6;14;4;4;IzR1HYIO15bFKDxgEmTU-k-Dn_hFPa0kSnO_mRE6UrqxIOT5;119;KevtheGreat2;False;200;MIDDLE;15;2208;135501;34907;0;38144;4883;0;191;66;401;1;0;1770;1736;1668;0;8;0;30;4;2;13;False;1655914867.415;06/22/2022 - 18:21:07;0;0;6673;1;1308.0619174661874;;;22.643898159081118;;;;;;0.26432120091430245;;;;
10;0;0;0;480;0;8;1;0;375;1;0;2;1223.692824678123;0.14669479278479772;0;10;99;0;2;4550.23876953125;0;0;33;4;0;0;0;0;0;1;2507.5584871;0;399.21127668599775;0;0;4;0;0;0;0;1;1.9;3;0.6785714285714286;0;1;2;0;0;0;0;11;83;0;0;57;0;2;-116.00000008940697;0;0;0;0;0;2;0;0;0;13;0;0;0;0;0;0;2;18;88;0;0;5;4;10;0;0;0;19;0;0;5;0;0;1;0.28389280870668504;0;1;0;0;5;3;5;0;0;-0.21943074464797974;0.778881735762329;2;1;0;17569;17;99;Lux;0;13;2023;6957;2023;25567;10;2;0;0;True;False;True;True;False;False;False;16684;16325;MIDDLE;0;1;2;6655;3157;4630;4628;3089;3020;3363;32;3;9;TOP;0;4;1;549;176216;46955;7530;20;0;1;0;0;0;3;0;14322;1864;17722;24;J7Imj7aCxAclhE8hYmw2w3GOarNoub9kp0clXGP7HloQrhb55n6djcO_4_PcUPqs8F6b5eHzcD-zcQ;0;;;DUO;0;99;45;305;31;4;12;5;4;IzR1HYIO15bFKDxgEmTU-k-Dn_hFPa0kSnO_mRE6UrqxIOT5;119;KevtheGreat2;False;100;MIDDLE;64;2507;192859;51141;4550;26831;354;0;216;515;429;1;0;2321;2321;1578;1;10;0;32;6;2;15;False;1655912137.721;06/22/2022 - 17:35:37;1;0;6655;;1532.1741043;695.0594793;1;;;;783.5014563;;;0.18986817801032344;;;;
12;0;0;0;203;0;0;0;0;1200;0;0;0;1593.842755104184;0.238416455748801;0;18;31;0;1;0;0;0;54;9.000000029802322;0;0;0;0;0;0;2478.9869012151885;0;435.30971050452774;0;0;3;0;0;0;0;0;1.3888888888888888;2;0.5;0;2;1;0;1;1;0;6;61;0;0;47;0;1;-110.00000002980232;0;0;3;1;0;9;0;0;0;19;0;0;0;0;0;0;0;38;36;0;0;1;3;8;0;3;1;25;0;2;9;0;0;0;0.33174368927392395;0;1;0;1;2;2;5;0;0;-0.3817165493965149;0.36479804939096466;2;1;0;14827;16;360;Samira;0;1;3069;3529;3069;69993;18;0;2;0;True;True;False;False;True;False;False;17985;18050;BOTTOM;0;0;1;3139;6673;3047;6333;3072;3036;3340;26;2;13;BOTTOM;551;4;3;344;23109;8275;13294;9;0;1;0;0;0;4;0;159421;56134;35092;3870;O_SL8qyYwLhQlMkIlV3zxDnF2XNYwZ4OmopHgy46mWEEYJSCarFH6_fR2hgRR5uzUhUcYdX7DGRd8A;0;;;CARRY;0;118;25;45;15;7;4;8;3;pAnlkbbND50iS0BFW5zlXIZ9Og2fSH8mi6gjeHjpr54pY07u;180;EvangelineBe;False;100;BOTTOM;10;2478;184418;65851;0;56558;5110;0;197;55;749;1;1;1888;1442;8171;2;8;0;15;0;2;8;False;1655925817.85;06/22/2022 - 21:23:37;0;1;6673;;;796.4028921413314;1;;;;855.4055705073143;;;;;;;
0;0;0;0;278;0;1;0;0;0;0;0;0;316.020053359356;0.19305982312023653;0;5;29;0;0;0;0;0;0;0;0;0;0;0;0;0;1175.6411584999998;0;277.34571949213534;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;87;63;0;0;8;0;1;-129.00000008940697;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;195;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0.23540078513755736;0;0;0;0;0;0;0;0;0;-0.6093443632125854;0.3664506741464768;0;0;0;7470;11;221;Zeri;0;0;0;0;0;3809;5;0;0;0;True;False;False;False;False;False;True;5434;4600;MIDDLE;0;0;0;3133;3020;3070;1026;0;3802;3340;7;0;0;NONE;598;0;0;513;29751;4256;5777;1;0;0;0;0;0;8;0;17237;1312;3262;3870;O_SL8qyYwLhQlMkIlV3zxDnF2XNYwZ4OmopHgy46mWEEYJSCarFH6_fR2hgRR5uzUhUcYdX7DGRd8A;0;;;DUO;0;227;38;9;4;2;4;2;14;pAnlkbbND50iS0BFW5zlXIZ9Og2fSH8mi6gjeHjpr54pY07u;180;EvangelineBe;False;200;MIDDLE;3;1175;63922;6192;0;10990;0;0;120;92;117;0;0;16933;623;1950;0;6;0;7;0;0;5;False;1655760552.657;06/20/2022 - 23:29:12;0;0;;;;;;;;;;;;;;;;
2;0;0;0;103;0;0;0;0;0;0;0;0;344.29558802899953;0.14954272456765588;0;8;65;0;0;0;0;0;0;0;0;0;0;0;0;0;1569.7701631910759;0;309.2729139348729;0;0;0;0;0;0;0;0;0.25;0;0.18181818181818182;0;0;0;0;0;0;0;3;70;0;0;6;0;0;-108.00000008940697;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;76;17;0;0;0;3;6;0;0;0;2;0;0;1;0;0;0;0.1359095536175145;0;1;0;0;0;0;0;0;0;-0.44054341316223145;0.5149670544772468;4;2;1;9808;12;360;Samira;0;2;0;0;0;12191;8;0;0;0;True;False;False;False;False;False;False;8091;8050;BOTTOM;0;0;3;1055;6673;3047;3036;0;0;3340;15;0;0;BOTTOM;302;0;0;514;8797;1161;6313;0;0;1;0;0;0;4;0;75018;7730;11689;3870;O_SL8qyYwLhQlMkIlV3zxDnF2XNYwZ4OmopHgy46mWEEYJSCarFH6_fR2hgRR5uzUhUcYdX7DGRd8A;0;;;CARRY;0;79;9;12;3;4;4;5;3;pAnlkbbND50iS0BFW5zlXIZ9Og2fSH8mi6gjeHjpr54pY07u;180;EvangelineBe;False;100;BOTTOM;2;1569;83932;9007;0;18829;623;0;185;15;204;1;0;115;115;827;0;11;0;13;0;4;6;False;1655759093.907;06/20/2022 - 23:04:53;0;0;6673;;;;;;;;;;;;;;;
1;0;0;0;98;0;0;0;0;375;0;0;1;417.7946368790133;0.17074270615310883;0;6;8;0;0;0;0;0;0;1.5;0;0;0;0;0;0;1441.167683252507;0;373.96823684227064;0;0;0;0;0;0;0;0;0.8333333333333334;1;0.38461538461538464;0;2;0;0;0;0;0;5;59;0;0;0;0;1;-110.6000000834465;0;0;0;0;0;1;0;0;0;5;0;0;0;0;0;0;0;26;22;0;0;0;0;3;0;0;1;5;0;0;3;0;0;0;0.2316378479184112;0;1;0;0;1;1;0;0;0;-0.22317993640899658;0.35576327760632004;0;0;0;8472;11;360;Samira;0;2;1129;4343;1129;8981;6;1;0;0;True;False;False;False;False;False;True;8982;8825;BOTTOM;0;0;1;3072;6673;3047;0;0;0;3340;14;1;4;BOTTOM;2543;2;1;706;7016;1227;4114;3;0;0;0;0;0;9;0;67936;8643;8993;3870;O_SL8qyYwLhQlMkIlV3zxDnF2XNYwZ4OmopHgy46mWEEYJSCarFH6_fR2hgRR5uzUhUcYdX7DGRd8A;0;;;DUO;0;72;9;12;5;2;4;2;14;pAnlkbbND50iS0BFW5zlXIZ9Og2fSH8mi6gjeHjpr54pY07u;180;EvangelineBe;False;200;BOTTOM;0;1440;77661;10035;0;15329;810;0;168;0;141;1;0;2707;164;2220;0;7;0;8;1;0;4;False;1654978547.936;06/11/2022 - 22:15:47;0;0;6673;;;;;;;;;;;0.08389526508258098;;;;
12;0;0;0;172;0;4;1;0;0;1;0;0;816.3720699197179;0.18919939820568474;0;7;111;0;3;0;0;0;12;7.600000023841858;0;1;0;0;1;1;2052.340852578122;0;447.2556085789407;0;0;2;0;0;0;0;0;3.4285714285714284;2;0.5333333333333333;0;4;1;0;0;0;0;11;36;0;0;124.60000002384186;5;2;-110.00000005960464;0;0;1;0;0;3;0;0;0;21;0;0;0;0;0;0;0;29;34;0;0;0;2;9;1;0;0;24;0;0;7;1;0;1;0.23253312997642087;0;0;0;0;0;5;0;0;0;-0.8652792572975159;0.49175755137156746;4;1;2;15988;16;360;Samira;0;2;5771;17427;5771;26179;7;0;1;1;True;False;False;False;False;False;False;15298;13925;BOTTOM;1;1;0;6333;6673;3047;3072;1037;1038;3340;21;3;12;BOTTOM;622;5;2;361;15745;4812;11399;15;0;0;1;0;0;4;0;129195;21239;15125;3870;O_SL8qyYwLhQlMkIlV3zxDnF2XNYwZ4OmopHgy46mWEEYJSCarFH6_fR2hgRR5uzUhUcYdX7DGRd8A;0;;;CARRY;0;115;16;34;7;5;4;8;14;pAnlkbbND50iS0BFW5zlXIZ9Og2fSH8mi6gjeHjpr54pY07u;179;EvangelineBe;False;100;BOTTOM;3;2052;164377;27924;0;29568;4880;0;174;33;176;1;0;19436;1873;3042;4;6;0;16;0;4;9;True;1654976534.067;06/11/2022 - 21:42:14;0;0;6673;;1637.9681650794762;1260.7191514742797;;43.66552862360163;;;;;;;;;;
33;0;0;0;249;0;0;0;0;375;0;0;0;1008.3357447301606;0.1723119301212655;0;14;91;0;0;7475.19140625;0;0;18;0;0;0;0;0;0;11;1113.728392855921;0;669.3749389726144;0;0;8;0;0;0;0;1;3.142857142857143;4;0.6376811594202898;0;4;0;0;4;0;0;17;10;0;0;0;0;2;-24;1;0;2;0;0;1;0;0;0;35;0;0;0;0;0;2;0;41;55;0;0;0;0;0;0;5;0;44;0;2;38;0;0;0;0.11026017411674555;0;0;0;0;0;1;0;0;0;-1;0;0;0;0;17451;17;37;Sona;0;0;84;84;84;21680;14;0;2;0;True;False;False;True;False;False;True;12425;13400;Invalid;0;0;1;6653;3040;4629;3067;3158;3133;2052;19;3;11;NONE;0;4;2;106;24800;14640;15151;0;0;0;0;0;0;4;0;5149;3023;16549;23;-8O4bSsMrCVB1ueSFBRhO04rK1zE8wF38Vu7Sk6nsGBrvdHpMnOFxjoaNvCzQzhPNQBNGA8wFtGIOw;0;;;SUPPORT;0;83;77;78;11;4;4;7;6;kF2l1poGtLdGJjWu66673wfAipgHNqU07un66RjkTGEqCE4;505;UrbanNinja;False;100;;26;1113;31003;18716;5262;32200;8143;2212;15;47;330;5;0;1053;1053;499;0;4;0;0;0;0;0;False;1655907237.384;06/22/2022 - 16:13:57;0;0;6653;;;;;;;;444.4896169686703;;;;;;;
18;1;4;0;390;0;104.00000023841858;1;0;750;1;0;3;632.1787627376294;0.33457957610686306;0;7;43;0;5;0;0;1;119;16.40000009536743;1;0;0;0;0;3;2261.125540954391;;385.4578345612878;0;0;15;2;1;42.00000008940697;0;0;3.4285714285714284;3;0.6;0;2;;0;0;1;12;2;4;0;0;2.9802322387695312e-08;2;1;-78.99999997019768;0;0;1;0;0;1;0;0;0;22;0;0;0;0;0;0;3;85;24;0;0;0;4;2;0;6;0;24;0;0;3;0;0;1;0.1868029805105187;1;0;0;0;0;2;0;0;0;0.6023315191268921;0.7520188592757538;5;1;0;16973;17;154;Zac;0;3;860;21175;860;55067;7;3;1;2;True;False;False;False;False;False;False;14526;13425;JUNGLE;0;1;0;1082;4637;3065;6662;3075;3158;3364;19;2;6;JUNGLE;19;4;2;573;141823;16569;16786;156;0;0;0;0;0;7;0;28538;1456;41762;23;-8O4bSsMrCVB1ueSFBRhO04rK1zE8wF38Vu7Sk6nsGBrvdHpMnOFxjoaNvCzQzhPNQBNGA8wFtGIOw;0;;;NONE;0;81;204;93;12;4;4;17;11;kF2l1poGtLdGJjWu66673wfAipgHNqU07un66RjkTGEqCE4;505;UrbanNinja;False;200;JUNGLE;60;2261;190949;23823;0;64609;53508;0;29;1096;249;1;0;20586;5797;6059;0;4;0;28;3;5;5;True;1655888266.405;06/22/2022 - 10:57:46;0;0;6662;;1509.4152210804186;342.3963808136441;;;0;0;869.9215194165753;;1;0.14563380547080618;;2067.726080160089;;
21;0;2;0;179;3;0;0;0;450;0;0;0;1813.9909813731028;0.2629852907540415;0;10;141;0;0;0;0;0;0;0;0;0;0;0;3;4;1020.7421157;0;730.2648709305138;0;0;0;0;0;0;0;4;3;1;0.625;1;2;0;0;0;0;0;13;23;0;0;13;5;0;-25;0;0;2;0;0;3;0;0;0;20;0;0;0;0;0;0;0;176;80;0;0;0;0;0;0;4;1;30;0;0;24;0;0;0;0.2562881519256108;0;0;0;0;0;4;0;0;0;-1;0;0;0;0;16300;16;887;Gwen;0;2;3604;3604;3604;30377;10;0;2;0;True;False;False;True;False;False;False;12423;10700;Invalid;0;1;0;4633;3115;3047;3065;1028;0;2052;16;3;9;NONE;0;2;2;115;33266;16250;18280;0;1;0;1;0;0;8;0;14486;3665;16788;23;-8O4bSsMrCVB1ueSFBRhO04rK1zE8wF38Vu7Sk6nsGBrvdHpMnOFxjoaNvCzQzhPNQBNGA8wFtGIOw;0;;;SUPPORT;0;61;33;62;23;3;4;6;6;kF2l1poGtLdGJjWu66673wfAipgHNqU07un66RjkTGEqCE4;505;UrbanNinja;False;200;;5;1020;62154;30860;0;36097;8735;0;41;54;244;1;0;14400;10943;1028;1;1;0;0;0;0;0;True;1655842043.245;06/21/2022 - 22:07:23;0;0;4633;;;;;15.211361300000021;;;346.9633551;;;;;;;
15;0;3;0;259;2;0;0;0;1650;0;0;0;2364.9618682612586;0.33207103654058506;0;10;55;0;0;0;0;0;30;0;0;0;0;0;2;13;1033.0543479;0;1031.2225183656283;0;0;15;0;0;0;0;2;4.4;15;0.8301886792452831;0;4;0;1;8;0;0;0;31;0;1;59;1;2;-22;0;0;18;2;0;10;0;0;0;36;0;0;0;0;0;0;0;66;0;0;0;0;0;0;1;9;1;44;1;0;38;0;0;0;0.32809125787684396;0;0;0;1;0;4;0;0;0;-1;0;0;0;0;17566;17;200;Belveth;0;0;6653;6653;6653;49833;10;0;10;0;True;False;True;False;False;False;False;17755;15700;Invalid;0;1;1;6672;3153;3047;3072;3065;3155;2052;21;8;29;NONE;532;5;5;169;5778;3489;14486;0;1;0;1;0;0;2;1;74278;22556;23199;23;-8O4bSsMrCVB1ueSFBRhO04rK1zE8wF38Vu7Sk6nsGBrvdHpMnOFxjoaNvCzQzhPNQBNGA8wFtGIOw;2;;;SUPPORT;0;182;34;19;24;5;4;7;21;kF2l1poGtLdGJjWu66673wfAipgHNqU07un66RjkTGEqCE4;505;UrbanNinja;False;100;;30;1032;105134;40718;0;43443;7424;0;72;145;246;1;5;25077;14672;5757;3;2;0;0;0;0;0;True;1655840814.086;06/21/2022 - 21:46:54;0;0;6672;;;;1;7.497632800000019;;;455.90840579999997;;;;;;;
2;0;0;0;588;0;77.00000011920929;0;0;0;1;0;1;413.18052718730536;0.25022367416368213;0;5;24;0;0;0;0;0;0;8;0;0;0;0;0;0;1442.2151472148525;;302.2580395780118;0;0;0;2;1;40.000000059604645;0;0;0.6;0;0.12;0;1;;0;0;0;0;25;8;0;0;4.600000023841858;0;1;-68.00000002980232;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;3;3;296;0;0;0;1;0;0;0;0;3;0;0;3;0;0;0;0.18227913283146108;0;0;0;0;0;0;0;0;0;0.2863931655883789;1.0216784584192968;4;4;0;9425;12;221;Zeri;0;1;45;8854;45;8762;5;1;0;0;True;False;False;False;False;False;True;7265;6208;JUNGLE;0;0;0;3078;2031;3006;0;3077;0;3364;13;0;1;JUNGLE;350;0;1;583;38678;4037;3028;112;0;0;0;0;0;2;0;59400;4533;17029;23;-8O4bSsMrCVB1ueSFBRhO04rK1zE8wF38Vu7Sk6nsGBrvdHpMnOFxjoaNvCzQzhPNQBNGA8wFtGIOw;0;;;NONE;0;480;68;35;5;5;6;14;11;kF2l1poGtLdGJjWu66673wfAipgHNqU07un66RjkTGEqCE4;505;UrbanNinja;False;100;JUNGLE;7;1442;109218;9931;0;21484;4890;0;22;312;113;1;0;11138;1360;1427;0;2;0;24;1;4;1;False;1655839526.642;06/21/2022 - 21:25:26;0;0;3078;;;;;;0;1;;1;;0.2994504957888022;;;;
1;0;0;0;50;0;0;0;0;0;0;0;0;151.45264316415293;0.18695465008607623;0;4;15;0;0;0;0;0;23;0;0;0;0;0;0;0;966.1444579566834;0;196.53905337209255;0;0;1;0;0;0;0;0;0.25;0;0.14285714285714285;0;0;0;0;0;0;1;3;16;0;0;0;0;1;-93.00000008940697;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;12;7;0;0;0;0;2;0;0;0;1;0;0;1;0;0;0;0.09339551866805891;0;0;0;0;1;0;0;0;0;-0.3507327437400818;0.478401938330174;1;1;0;4180;8;53;Blitzcrank;0;3;131;131;131;6770;4;0;0;0;True;False;False;False;False;False;True;3164;2450;UTILITY;0;0;0;2031;3067;3070;3858;1001;1004;3364;12;0;0;NONE;0;0;0;353;4071;1403;2107;0;0;0;0;0;0;10;0;5141;1035;6389;7;QI2PQRuoiXGH3663nTh9cGv5uEcAisvNQS-5YV3ceLrGVI12iCh5QWPrPJucx3fQNxB28urBDGunYg;0;;;SUPPORT;0;17;13;16;4;5;4;3;3;cLnw3uS3I70mBNpDunWU0ma8zzC_hFe_RQWgEykNIYWmnhg;266;zRJD;False;200;UTILITY;18;965;14775;2438;0;9210;0;0;25;123;49;0;0;5561;0;713;0;4;0;7;0;1;2;False;1655919707.449;06/22/2022 - 19:41:47;0;0;;;;;;;;;;1;;;;;;
6;0;0;0;179;0;5.200000017881393;0;0;0;0;0;2;376.4067447646713;0.09056565184554781;0;2;9;0;1;411.99993896484375;0;0;17;0;0;0;0;0;0;0;1865.075537255996;0;317.2598964788109;0;0;4;0;0;0;0;0;3.5;1;0.3684210526315789;0;0;0;0;0;0;0;0;62;0;0;1;0;1;-105.20000007748604;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;12;16;0;0;0;0;6;0;0;0;7;0;0;0;0;0;0;0.16562260644450602;0;1;0;0;1;1;5;0;0;2.168117046356201;1.013327088677399;3;1;0;12037;14;202;Jhin;0;5;1218;2487;1218;4985;2;2;0;0;True;False;False;False;False;False;False;9861;9500;BOTTOM;0;0;2;6692;6676;3009;3035;1018;0;3363;24;0;1;BOTTOM;1080;0;1;878;9838;1138;4163;5;0;1;0;0;0;1;0;117081;10123;4971;7;QI2PQRuoiXGH3663nTh9cGv5uEcAisvNQS-5YV3ceLrGVI12iCh5QWPrPJucx3fQNxB28urBDGunYg;0;;;CARRY;0;76;37;37;29;4;4;4;7;cLnw3uS3I70mBNpDunWU0ma8zzC_hFe_RQWgEykNIYWmnhg;266;zRJD;False;100;BOTTOM;33;1865;127396;11700;0;9824;2210;411;190;178;65;2;0;476;438;689;0;8;0;31;2;3;13;False;1655918140.79;06/22/2022 - 19:15:40;0;0;6692;;;561.1751786608316;;;;;900.4113778029858;;;0.16980837017914008;;;;
6;0;3;0;501;0;0;2;0;675;0;0;1;742.4370703845414;0.11025467781828681;0;4;237;0;0;1013.239990234375;0;0;0;0;0;0;0;0;0;3;2046.8977561295305;0;403.7276107955756;0;0;0;0;0;0;0;0;3.5;1;0.4117647058823529;0;0;1;0;2;0;0;22;59;0;0;0;0;1;-134.00000008940697;0;0;2;0;0;1;0;0;0;14;0;0;0;0;0;1;0;16;130;0;0;0;4;5;0;0;0;14;0;0;3;1;0;1;0.19816864112705854;0;0;0;0;0;2;0;0;0;0.3899890184402466;0.9410837720565853;1;1;0;16052;16;81;Ezreal;0;3;3634;8416;3634;9502;4;1;2;0;True;False;False;False;False;False;False;13773;13275;BOTTOM;0;0;4;3042;3508;3158;6692;6694;0;3363;25;2;8;BOTTOM;602;4;2;983;43323;7879;9188;0;0;1;0;0;0;4;0;127848;16762;9467;7;QI2PQRuoiXGH3663nTh9cGv5uEcAisvNQS-5YV3ceLrGVI12iCh5QWPrPJucx3fQNxB28urBDGunYg;0;;;CARRY;0;383;53;42;23;5;4;6;7;cLnw3uS3I70mBNpDunWU0ma8zzC_hFe_RQWgEykNIYWmnhg;266;zRJD;False;100;BOTTOM;1;2046;180590;25328;0;19161;2025;1013;182;65;147;4;0;9418;686;505;0;11;0;32;1;1;12;False;1655837863.732;06/21/2022 - 20:57:43;0;0;6692;1;1678.196781730319;;;;;;;;;;;;;
